id,species,sepal_length,sepal_width,petal_length,petal_width,Anomaly,Anomaly_Score
52,Iris-versicolor,6.4,3.2,4.5,1.5,0,1.0105780887867986
53,Iris-versicolor,6.9,3.1,4.9,1.5,0,1.007373571898185
54,Iris-versicolor,5.5,2.3,4.0,1.3,0,1.0052515902030266
55,Iris-versicolor,6.5,2.8,4.6,1.5,0,1.0036963465743303
56,Iris-versicolor,5.7,2.8,4.5,1.3,0,1.0021966323466747
57,Iris-versicolor,6.3,3.3,4.7,1.6,0,1.0006776290785218
58,Iris-versicolor,4.9,2.4,3.3,1.0,0,1.0015939938179026
59,Iris-versicolor,6.6,2.9,4.6,1.3,0,1.0004032424659504
60,Iris-versicolor,5.2,2.7,3.9,1.4,0,1.0005497234501681
61,Iris-versicolor,5.0,2.0,3.5,1.0,0,1.002802620250189
62,Iris-versicolor,5.9,3.0,4.2,1.5,0,1.0029149498229493
63,Iris-versicolor,6.0,2.2,4.0,1.0,0,1.0009173078011608
64,Iris-versicolor,6.1,2.9,4.7,1.4,0,0.9984888211111409
65,Iris-versicolor,5.6,2.9,3.6,1.3,0,0.9984257230014872
66,Iris-versicolor,6.7,3.1,4.4,1.4,0,0.9975895483260937
67,Iris-versicolor,5.6,3.0,4.5,1.5,0,0.9965602296118321
68,Iris-versicolor,5.8,2.7,4.1,1.0,0,0.995066800824499
69,Iris-versicolor,6.2,2.2,4.5,1.5,0,0.995632164668476
70,Iris-versicolor,5.6,2.5,3.9,1.1,0,0.9937161896693988
71,Iris-versicolor,5.9,3.2,4.8,1.8,0,0.9921342117395444
72,Iris-versicolor,6.1,2.8,4.0,1.3,0,0.9932252142616939
73,Iris-versicolor,6.3,2.5,4.9,1.5,0,0.9945411188048944
74,Iris-versicolor,6.1,2.8,4.7,1.2,0,0.9962959090573339
75,Iris-versicolor,6.4,2.9,4.3,1.3,0,0.9966739829228919
76,Iris-versicolor,6.6,3.0,4.4,1.4,0,0.9968541521304587
77,Iris-versicolor,6.8,2.8,4.8,1.4,0,0.9968564479063973
78,Iris-versicolor,6.7,3.0,5.0,1.7,0,0.9965812786002319
79,Iris-versicolor,6.0,2.9,4.5,1.5,0,0.9966086297730576
80,Iris-versicolor,5.7,2.6,3.5,1.0,0,0.996086247023707
81,Iris-versicolor,5.5,2.4,3.8,1.1,0,0.9967537988671031
82,Iris-versicolor,5.5,2.4,3.7,1.0,0,0.995568959348172
83,Iris-versicolor,5.8,2.7,3.9,1.2,0,0.9966831679824825
84,Iris-versicolor,6.0,2.7,5.1,1.6,0,0.997024464207049
85,Iris-versicolor,5.4,3.0,4.5,1.5,0,0.9984826340597579
86,Iris-versicolor,6.0,3.4,4.5,1.6,0,1.0003204442888491
87,Iris-versicolor,6.7,3.1,4.7,1.5,0,0.9995434074893055
88,Iris-versicolor,6.3,2.3,4.4,1.3,0,0.9998198586357292
89,Iris-versicolor,5.6,3.0,4.1,1.3,0,1.0009905371906167
90,Iris-versicolor,5.5,2.5,4.0,1.3,0,1.002341008241541
91,Iris-versicolor,5.5,2.6,4.4,1.2,0,1.0008423241094069
92,Iris-versicolor,6.1,3.0,4.6,1.4,0,1.000703494518644
93,Iris-versicolor,5.8,2.6,4.0,1.2,0,0.9995928569365381
94,Iris-versicolor,5.0,2.3,3.3,1.0,0,1.0001545519245707
95,Iris-versicolor,5.6,2.7,4.2,1.3,0,1.000399821659464
96,Iris-versicolor,5.7,3.0,4.2,1.2,0,1.0008783326518214
97,Iris-versicolor,5.7,2.9,4.2,1.3,0,1.0032625785343798
98,Iris-versicolor,6.2,2.9,4.3,1.3,0,1.0030355960099298
99,Iris-versicolor,5.1,2.5,3.0,1.1,0,1.00412796955541
100,Iris-versicolor,5.7,2.8,4.1,1.3,0,1.006566842682777
101,Iris-virginica,6.3,3.3,6.0,2.5,0,1.007307768242074
102,Iris-virginica,5.8,2.7,5.1,1.9,0,1.0066590977648215
103,Iris-virginica,7.1,3.0,5.9,2.1,0,1.005074967174775
104,Iris-virginica,6.3,2.9,5.6,1.8,0,1.0028151144946895
105,Iris-virginica,6.5,3.0,5.8,2.2,0,1.0018040211927084
106,Iris-virginica,7.6,3.0,6.6,2.1,0,0.9999215016085806
107,Iris-virginica,4.9,2.5,4.5,1.7,0,1.0004391441974145
108,Iris-virginica,7.3,2.9,6.3,1.8,0,1.0010835309268908
109,Iris-virginica,6.7,2.5,5.8,1.8,0,0.9994637354671184
110,Iris-virginica,7.2,3.6,6.1,2.5,0,0.9992180575142466
111,Iris-virginica,6.5,3.2,5.1,2.0,0,1.0002157605127058
112,Iris-virginica,6.4,2.7,5.3,1.9,0,1.0017166310635333
113,Iris-virginica,6.8,3.0,5.5,2.1,0,1.0024318280480147
114,Iris-virginica,5.7,2.5,5.0,2.0,0,1.0017525594578975
115,Iris-virginica,5.8,2.8,5.1,2.4,0,1.0003127773074802
116,Iris-virginica,6.4,3.2,5.3,2.3,0,0.9994105341954999
117,Iris-virginica,6.5,3.0,5.5,1.8,0,0.9972459779158518
118,Iris-virginica,7.7,3.8,6.7,2.2,0,0.9980269685478124
119,Iris-virginica,7.7,2.6,6.9,2.3,0,0.9986241358913324
120,Iris-virginica,6.0,2.2,5.0,1.5,0,0.9962829170160592
121,Iris-virginica,6.9,3.2,5.7,2.3,0,0.9956577844246339
122,Iris-virginica,5.6,2.8,4.9,2.0,0,0.9956113454887738
123,Iris-virginica,7.7,2.8,6.7,2.0,0,0.9969205185829295
124,Iris-virginica,6.3,2.7,4.9,1.8,0,0.9958429002808588
125,Iris-virginica,6.7,3.3,5.7,2.1,0,0.9931275886539328
126,Iris-virginica,7.2,3.2,6.0,1.8,0,0.9891378525651252
127,Iris-virginica,6.2,2.8,4.8,1.8,0,0.9831248947489784
128,Iris-virginica,6.1,3.0,4.9,1.8,0,0.973807195017488
129,Iris-virginica,6.4,2.8,5.6,2.1,0,0.9645089069981697
130,Iris-virginica,7.2,3.0,5.8,1.6,0,0.9538739367225089
131,Iris-virginica,7.4,2.8,6.1,1.9,0,0.9476413668934726
132,Iris-virginica,7.9,3.8,6.4,2.0,0,0.9449747200272249
133,Iris-virginica,6.4,2.8,5.6,2.2,0,0.9481089494680385
134,Iris-virginica,6.3,2.8,5.1,1.5,0,0.9553069746970572
135,Iris-virginica,6.1,2.6,5.6,1.4,0,0.9664175073868359
136,Iris-virginica,7.7,3.0,6.1,2.3,0,0.9806913046962336
137,Iris-virginica,6.3,3.4,5.6,2.4,0,0.9980024183341427
138,Iris-virginica,6.4,3.1,5.5,1.8,0,1.017857021127596
139,Iris-virginica,6.0,3.0,4.8,1.8,0,1.038323684793091
140,Iris-virginica,6.9,3.1,5.4,2.1,0,1.061199534815342
141,Iris-virginica,6.7,3.1,5.6,2.4,0,1.0608693590643972
142,Iris-virginica,6.9,3.1,5.1,2.3,0,1.0652602669499762
143,Iris-virginica,5.8,2.7,5.1,1.9,0,1.073874184198401
144,Iris-virginica,6.8,3.2,5.9,2.3,0,1.084717880919832
145,Iris-virginica,6.7,3.3,5.7,2.5,0,1.1021510391778753
146,Iris-virginica,6.7,3.0,5.2,2.3,0,1.1235971911054374
147,Iris-virginica,6.3,2.5,5.0,1.9,1,1.1500956127294504
148,Iris-virginica,6.5,3.0,5.2,2.0,1,1.1794286362734698
149,Iris-virginica,6.2,3.4,5.4,2.3,1,1.2142983569338608
